023c6c304	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=023c6c304d291fc7a3b5e4883704daa64c655d91
87c1cc64f	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=87c1cc64fe0ab2c8425b93a368573ee103ea95c9
a1822f44b	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=a1822f44b81843565dcb764fcd34046b52e4ed11
69fcf8088	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=69fcf8088fbe7997ca91d78eadafce50ae1af5d6
1d94954ca	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=1d94954ca46b0d930e35cb8b6c991e9a2831320e
79953c5da	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=79953c5da16550f72aa83b139fff87451ce7fb7c
68118d7dc	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=68118d7dce9cbc5c1990811a411f186b7220e3c1
d07631fb4	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=d07631fb404890f72463a018c25307f6f77a86e8
2b150dda9	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=2b150dda92ff6c1f072b031fb2be781eb74c65f1
2661afcc4	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_NO_DIRTY_ACCOUNTS=ON;MONAD_ZKVM_GIT_COMMIT=2661afcc47dd1ef6d8330cb797d2806ba237420f
52e0274fc	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_NO_DIRTY_ACCOUNTS=ON;MONAD_ZKVM_NO_MERGE_CONSTRAINTS=ON;MONAD_ZKVM_GIT_COMMIT=52e0274fce8f96a45670e02c1cfd8abe0267daeb
1d8d8f25e	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_NO_DIRTY_ACCOUNTS=ON;MONAD_ZKVM_GIT_COMMIT=1d8d8f25ee2c7e72578a658cc163de1773b6e03b
0b196e181	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_VARCODE_CACHE=ON;MONAD_ZKVM_GIT_COMMIT=0b196e1815ee1b1f4704ad06f96a18470dc710d6
888b87f26	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=888b87f2685e0d704eedb5ab82df8dddf425837a
00f17e4f6	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=00f17e4f669f34362f056efa9ac8cd8c70e5c99c
e5a9605ec	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT=e5a9605ec3a4ab88cbd8a081101eecb7b3c4efed
@after	89b8a6b15	RISCV_TOOLCHAIN_DIR={toolchain}	MONAD_ZKVM_CMAKE_DEFINES=MONAD_ZKVM_OFFICIAL_PROFILE=ON;MONAD_ZKVM_GIT_COMMIT={commit}
